Albrecht Präzision GmbH & Co. KG	Albrecht Präzision GmbH & Co. KG	Antoniusstr. 25	Moritz Kächele	Uwe Rolf
aek tec GmbH Blechbearbeitung, Schweißtechnik, Zerspanung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Agracool Brandmeier e.K. Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Aigner Stahl- und Metallbau GmbH & Co.KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ALBA GmbH - Edmund Albert Lehren- und Vorrichtungsbau / Präzisions-Maschinenteile	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Albert Haas Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Albert Kerscher Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Albert Schaflitzl Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Albert Scheitter Kunstschmiede - Beschläge	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Albert Schöftenhuber Metall- und Rolladenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Albin Göb Schlosserei - Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Albin Noe GmbH CNC-Präzision	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Albrecht Montage GmbH Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alexander Rembes Meisterbetrieb	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alexander Schaumberger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alfons Göttl Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alfons Lehner Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alfons Plereiter Maschinenbau - CNC-Fertigung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alfons Weber e. K. Geländersysteme	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alfred Föhrweiser	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alfred Hergenröder Kunst- u. Bauschlosserei e.K.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alfred Herold Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alfred Hoffmann Stahl- und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alfred Hohm Kunstschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alfred Kagerer Anhänger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alfred Mießl Kunstschmiede u. Bauschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alfred Nikisch Schmiede - Hufbeschlag	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alfred Nützel Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alfred Sendner Bauschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ALGEMA GmbH Georg Albersinger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Aljoscha Schmidt Metallbau Edelstahl- Aluminium- Stahlverarbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Allgemeine Behälter- und Apparatebau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alois Auer GmbH & Co. KG Schlosserei - Stahlbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alois Brix Aufzugmontagen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alois Brummer Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alois Danner Schmiede-Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alois Kirschner Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alois Kliem Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alois Kober GmbH Fachhandelsvertrieb Powerline	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alois Roth GmbH & Co. KG Metallbau - Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alois Seitz Metallbau - Backofenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alois u. Martin Nebl GdbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alois u. Thomas Baunach Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Altmeister Fritz Gerhardinger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Altmeister Georg Luger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alubau München GmbH Ing. Dieter Wagner	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ambros Brandl Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anderlohr Stahlbau GmbH Metallfachbetrieb	<Not Found>	<Not Found>	<Not Found>	<Not Found>
André Schmitt Schlosserei Herbert Schmitt	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Aschauer Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Behrschmidt Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Brand Metallbau - Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Burkhard Bauschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Duschinger Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Einwich Schlosserei-Metallbau-Sicherheitstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Essendorfer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Fickl Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Fuhrmann Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Garczarek	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Gruner Montagen u. Reparaturen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Hartmann Inh. Robert Hartmann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Haslinger Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Hölzl, Inh. Johann Niedermaier Landmaschinen * Metallbau * Spenglerei * Installation	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Leinfelder Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Liepelt Stahl- und Metallbaumontagen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Palloks Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Pfaffenberger Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Reiter Kunstschmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Ritzl GmbH Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Rückert e.K. Kfz u. Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Schechner Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Schickling Fensterbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Schmidt Creative Metallbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Schönberger Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Seeberger Metallbau - Spenglerei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Stamp Metallbau Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Stumpfegger Metallbaumeister	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Tränkl Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Zieglmeier Getreidetechnik - Silobau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anlagenbau Ederer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anton Bosch Inh. Gebr. Bosch	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anton Braun Inhaber G. Seitl	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anton Kaiser Bau- u. Kunstschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anton Ketzler Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anton Kigle Stapler- und Industrieservice	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anton Kirchner Metallbau & Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anton Oblinger jun. Kraftfahrzeuge u. Rep.Werkstätte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anton Schindler e.K. Inh. Christine Schindler	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anton Schönberger Stahlbau und Metalltechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anton Schüssl jun. Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anton Sieber Schmiede-Landmaschinen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anton u. Norbert Dobler Schmiede u. Spenglerei GdbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anton Weitl Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anton Wittmann Metallgestaltung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Anton Zoch Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Armin Buchmann CNC-Fertigungs- technik GmbH & Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Armin Haßler Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Armin Pittrof Montagebetrieb	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Arno Bescherer Metall- u. Kunststofftechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Artmann Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Artur Prinz Metallverarbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ATE GmbH + Co. KG Werkzeug- u. Masch.-Bau e.K.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Atelier Brummer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ATLAS Industriemontagen und Personalleasing e.K.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Auer Sigmund Kunstschmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
August Wagner GmbH Schlosserei u. Schweißerei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
August Welte Kippenbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
AuRo-Werkzeugbau Auernhammer u. Rosenberger GbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ausbildungszentrum Metallhandwerk Bayern	<Not Found>	<Not Found>	<Not Found>	<Not Found>
AWN Stahl- und Metallbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
B & W Stahl- u. Metallbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
B & Z Metallbau GmbH	Max Schierer Metallbau GmbH	Flugplatzweg 2	Philipp Wagner	<Not Found>
B.E.S.T. Dienstleistung Inh. Josef Rogg	<Not Found>	<Not Found>	<Not Found>	<Not Found>
B+E Montagen Ulutürk	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bachhäubl & Sohn Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bachthaler Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bäcker- und Konditoren- Einkauf Mü. (ELBIM) eG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Balkonbau Auburger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bastian Hobner Metallbauer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bau- und Kunstschlosserei Wolfgang Hasenknopf GmbH & Co. KG	Bau- und Kunstschlosserei Wolfgang Hasenknopf GmbH & Co. KG	Salzburgerstr. 8	Wolfgang Hasenknopf	<Not Found>
Bauelemente Maik Schmiedel	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bauer GmbH Werkzeug- u. Formenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bauer Motortechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bäuerlein GmbH Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bäuerlein Landtechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Baur Versand GmbH & Co. KG Abt. Bau und Technik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bauschlosserei Karl-Heinz Kraus	Schlosserei Kraushaar GmbH	Vor dem Klagetor 14	Volker Kraushaar	<Not Found>
Bauservice & Metallbau Geiling	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bayerische Landesanst. f. Landw. Institut für Landtechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bayerische Staatsoper Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bayerischer Glas- und Metallbau Rolf Grimm e.K.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
BBW Abensberg	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Benediktiner Abtei Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Benjamin & Daniel Loth GbR Metallbau & Metallgestaltung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Benno Wex Feinmechanik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Benno Wimmer Mechanische Werkstätte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Berger Sicherheitstechnik e.K.	BERGER Sicherheitstechnik e.K. Schloss Notdienst München	Trappentreustr. 50	Oswald Berger	<Not Found>
Berghammer GmbH Landtechnik	Berghammer Landtechnik GmbH	Lohen 1	Georg Markus Berghammer	<Not Found>
Bergmeister Kunstschmiede Matth. Larasser-Bergmeister e.K.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Berlinger Metallbau GmbH Metallverarbeitung - Edelstahldesign	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernd Hirschfelder GmbH & Co. KG Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernd Service Parksyteme e.K.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernhard Dengler	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernhard Dill Spenglerei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernhard Dirr Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernhard Egerer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernhard Kufner Hufbeschlag	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernhard Loidl Metallbau + Rolladenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernhard Mang Schlosserei - Treppenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernhard Weigand Stahl- und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernhard Wirth GmbH Ziergitter, Tore, Zäune	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernhard Wopper Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernhard Wunder GmbH Werkzeugbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bernkopf Metallgestaltung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bertele GmbH Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bertram Zoll Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Berufsbildungswerk München Förderschwerpunkt Hören u. Sprache	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Betz & Betz Metallbau	Metallbau Bretz Energie- und Gebäudetechnik e.K.	Cochemerstr. 2	Holger Bretz	<Not Found>
Beyer & Otto GmbH Inh. Andreas Otto	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bickebach GmbH Inh. Josef Aumann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bickl OHG Toranlagen und Antriebstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bieber Formen u. Vertriebs GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bimsner Schlosserei Inh. Michael Apold	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Binder Maschinenbau GmbH Inh. Johann Rummelsberger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bittl GmbH & Co. KG Metallbau + Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Blech- und Maschinenbautechnik Peiting e. K.	Blech- und Maschinenbautechnik Peiting e.K.	Zeißlerweg 3	Katja Wicht	<Not Found>
Bödewadt & Zant GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Böhm + Wiedemann AG Feinmechanik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bohnacker GmbH Umformtechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bolley GmbH & Co. KG	Bolley GmbH & Co. KG	Gewerbering 9	Friedrich Bolley	Ludwig Bolley
BOTEC-Scheitza GmbH Inh. Arnold Scheitza	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bräu Metallverarbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Braunschober Metallbau Fritz Braunschober	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bräutigam Maschinenbau GmbH Maschinen- und Werkzeugbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Brunnhuber & Bandt GmbH Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
BS Apparatebau GmbH Anlagen- und Apparatebau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Buchberger GmbH Schlosserei	Schreinerei Boneberger e.K.	Ottobeurerstr. 30	Markus Boneberger	<Not Found>
Buchholz Stahl-, Metall- u. Maschinenbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Buchner Metallbau GbR Franz Buchner	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Buhl Bautechnik GmbH (haftungsbeschränkt)	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Buhl Bautechnik GmbH (haftungsbeschränkt)	<Not Found>	<Not Found>	<Not Found>	<Not Found>
BURGER - Gesch.betrieb der C. Haushahn GmbH & Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bürgle Land- Metall + Haustechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Burkardt Metall- und Stahlbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Burkhard GmbH Member of Sitec Group	<Not Found>	<Not Found>	<Not Found>	<Not Found>
CAMATEC GmbH Fein.Werk.Technik.	Cantec GmbH & Co. KG	Helenenstr. 149	Sabine Stöckmann	Dr. Norbert Lentz
Caritasverband für die Diözese Eichstätt e.V. Wohnheime und Werkstätten	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christian Bader Motorgeräte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christian Baumann Stahl- u. Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christian Blahak Kunstschmiede - Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christian Distler Landmaschinen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christian Gruber Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christian Mayr Kunstschmiede - Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christian Mosner Schmiede - Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christian Schmitt CNC-Metallbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christian Schott GmbH Schlosserei - Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christian Schröder Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christian Schüller Metallbau- und Spenglermeister	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christian Schürrle Bau- u. Kunstschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christian Seidl Metallbau - Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christian Späth Montagebau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christian Stork Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christian Weis Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christiane Tovar Testadresse	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christine Holländer Stahlbau - Landmaschinen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christof Zehlein Metallbau - Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christoph Belschner GmbH Bauschlosserei u. Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christoph Keßler c/o. Inst. für Pharm. und LMC Uni Würzburg	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christoph Wall Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Claus Heidrich Bau- u. Montagetechnik u. Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
CNC Fräs- u. Drehtechnik Christian Daller	<Not Found>	<Not Found>	<Not Found>	<Not Found>
CNC-Technik Stürmer Martin Stürmer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Coatinc Würzburg GmbH Oberflächenveredelung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Deeg Stahl- u. Metallbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Der Greuther Schmied e.K. Inh. Thomas Bochtler	<Not Found>	<Not Found>	<Not Found>	<Not Found>
DER LASERMANN. GMBH Laser-Materialbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Der Schlosser Berthold Dorn, Metallbaumeister	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Detlef Ruck Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Deutsches Museum Abt. Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Die Edelstahlschlosserei Herbert Graßmann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Die Rummelsberger Dienste gGmbH Der Rummelsberger Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
DIE SCHMIEDE Matthäus J. Seisenberger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dietel Metallbau Inh. Michael Dietel	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dieter Döbert Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dieter Haag Metallverarbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dieter Hunger Metallbau - Bauschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dieter Lindner GmbH Schmiede - Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dieter Röttger GmbH Ladekrane - Fahrzeugbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dieter Schneider Maschinenbau - Metallbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dieter und Johannes Gantke Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dieter Wagner Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dietrich Hirt - Allg. Absicherungs- technik und Aufsperrdienst	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dietrich Metall & Edelstahldesign	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dilg GmbH	Dilger GmbH	Siemensstr. 23	Marc Oliver Dilger	Alma Seitz
DISPUT Stahl- und Metallbau GmbH	Disput Stahl- und Metallbau GmbH	Industriestr. 26	Achim Duda	Frank Ziegon
DOMA Fördertechnik GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dominikus-Ringeisen-Werk Abt. Metall - Hr. Martin Müller	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dörnhöfer Stahl- und Metallbau GmbH & Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dörrer & Sohn Inh. Georg Kirchner	Josef Dörrer & Sohn, Inh.: Georg Kirchner e.K.	Stockstadt a	Ute Kirchner	<Not Found>
Dotzauer Sicherheitstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Draht Grünzweig Inh. Hans Harpaintner GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Draht Pietschmann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Draht-Ulrich GmbH Tore-Schranken-Zaunsysteme	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Drebinger Blechverarbeitung Inh. Peter Maul	<Not Found>	<Not Found>	<Not Found>	<Not Found>
DWBau GbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dworschak Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
E. Troll GmbH Bau- u. Kunstschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
EBM Alfons Bauer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
EBM Erich Büchele Maschinenbau GmbH	Ebm Erich Büchele Maschinenbau GmbH	Industriestr. 15	Nicola Büchele	<Not Found>
Edelstahlverarbeitung J. Rupprecht	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Edelstahlverarbeitung Bogner Josef Bogner	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Edelstahlverarbeitung-Metallbau-Schlosserei Helmut Edbauer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Eder GmbH Fahrzeug- und Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Edgar Becker Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Edmund Basel Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Eduard Segerer Stahl- und Metallbau GbR Stahl- und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Edwin Roth Metallbau + Systeme e.K. exceptional windows	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Eggerstorfer GmbH Stahlbau - Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Egon Gerstmeir Maschinenbau-Stahlhandel	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ehard Stahlbau, Metall- u. Fassadenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ehrenleitner & Bucher GmbH Bauschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Eibner & Regnath Fenster und Türen GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Eigendorf Metallbau GmbH & Co. KG	Eigendorf Metallbau GmbH & Co. KG	Anger 3	Norbert Eigendorf	<Not Found>
Elhardt Metallgestaltung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ellerwald GmbH Schlüssel- u. Sicherheitstechnik	ellerwald GmbH Schlüssel- und Sicherheitstechnik	Innere Laufer Gasse 6	Alexandra Ellerwald	<Not Found>
EM Metallbau München Edward Mannherz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Emilie Karlstetter Schmiede - Bauschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Emmeram Gaull Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Enzner Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Erhard Irl Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Erich Gahr Apparatebau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Erich Gegner Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Erich Haugg GmbH & Co KG Metallverarbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Erich Hübner sen. u. Eric Hübner jun. GdbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Erich Krün Schmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Erich Löffler Schlüsseldienst	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Erich Schnauder GmbH Feinmechanik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Erich und Thomas Bayer GbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Erich Vorhauser Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
